Tweet,Emotion
"@A_Lowers @paytonclawson C00KIES. It's fine. Smoothies and junk food are all we need. #depression", sadness
"First day in forever where I actually texted more then three people. #sad", sadness
"my dog is farting like crazy and intoxicating my room! #disgusted #cantbreath", disgust
"@mikewell8 jealousss i have to work #sad", sadness
"Up getting ready for the assembly #excited", happiness
"I feel like a kid again #happy", happiness
"I hate how if I don't run for a few days the next time I do it feels like I haven't ran in months. #frustrating", anger
"@_MarilynM just wanted to say thanks again for the aristocats mug! ive been using it every day! #LOVE", happiness
"Feels sick that people can hate the way someone is so much as to set them on fire. #disgusting", disgust
"YESSSSSS.!!!! i finally fiqured out this piece of shxt #PROUD lol", happiness
"I'm a celebrity looks great this year! #excited!", happiness
"Even she or he is  far away,don't just leave or just ignore they heart alone #love", happiness
"The Jo Whiley music show #skyarts1 Why does she ALWAYS talk in riddles?? #annoying", anger
"This whole night I been mad losing sleep n shit, Nobody really cares but me...  Now I'm here #hurt", sadness
"Finally seeing breaking dawn :) #excited", happiness
"Yayayay finishing school at 2:40 today #happy: Yayayay finishing school at 2:40 today #happy", happiness
"I really hate the albertsons commercial #fresh #exciting", happiness
"Why is everyones profile pic blurry #annoying", anger
"Can someone come scratch my back??? It's itching so bad & I can't get to it... #irritated", anger
"My uncle made me go upstairs and change my legalize gay shirt. #annoyed", anger
"At the laundromat, drying all our clothes for the trip to QLD tomorrow #excitement", happiness
"Stop jackin my swag! #annoyed", anger
"Home sweet home #sussexcounty #cornfields #love", happiness
"I want chinese food, but I don't think that would be good for someone that's trying to loose weight :( #fml #depressing.", sadness
"@ULowellProblems constantly getting called out on barstool for how terrible of a place we are #embarrassing #getittogether", sadness
"Yes, I got talapia, and fries! #happy", happiness
"Im bout to take a long nap & its gonna be #LOVE", happiness
"can't wait to see my favorite boys @J_HIBBA05  and @keylonholloway9 tonight! #happy", happiness
"I said no to the same boy like 5 times last night! #Sadness", sadness
"Wit her wanna b blk a* smh! #sad lmao", sadness
"@raelovesfrack aweeee, you're so sweet. People like you make me feel better about myself. (: <3333 #LOVE!", happiness
"so annoyed. the kids keep makin a mess. i keep cleanin up after them but the house still a mess. #Annoyed", anger
"Im not even tired. #surprise", surprise
"just bought my @ndubz book and calender, eeee #happy", happiness
"Keep misplacing my phone.... #annoying", anger
"where the fuck is snow #disappointed", sadness
"Waiiiiting for @DawnnElizabeth && my shoes are getting wet!!! #annoying", anger
"It still hurts like we broke up yesterday #oomf #sad", sadness
"I'm gonna spend the time with you that it takes to make you feel like you are the only one #love", happiness
"ball state beat butler. butler beat purdue.. you get the picture #embarrassing", sadness
"Soul winning. Once you get started you don't want to stop! Let's save the world!! #excited", happiness
"@qtblonde825 Hahah alien kissies ? <3 #love", happiness
"I wish there was something else i could pierce by myself.. #angry", anger
"i hate when i text ppl and they dont text back!! #irritating", anger
"Sick and exhausted, have work all day. Kill me now? #depressed #tired #wearyoftheworld", sadness
"Ew I'm sick #disgusting", disgust
"disgusted i dont have an advent calendar, #outrage", anger
"My phone just constantly flashes #annoying", anger
"My Eriyel ask me if I'm goin to her birthday party :-( wish I didn't have to tell her no -_____- #disgusted", disgust
"The morning is no time for bs.. Can't that ish wait til later in the day.. #annoyed", anger
"My bestfriend thinks Im going to be in TN on Tueday to see her, when Im actually surprising her during school tomorrow. #excited <3", happiness
"Keep your shit to yourself! #annoyed", anger
"I'm in such a good mood, I get to see the beautiful @hxcshayylee after school then get to spend the rest of the night with Daniel<3 #happy", happiness
"Watching @justinbieber Video Premiere with @MariahCarey on NBC! <3 #love", happiness
"SOOO IM FEELING SOME TYPE OF WAY!#HAPPY", happiness
"@_colorMecute Vee, they been reporting he was unresponsive on the bus! Somebody know what happen and need to step and say what happen! #Sad", sadness
"need a boy to do holiday things with #anyvolunteers #depressed", sadness
"Going to RHCP concert :) @shany3PO just made my day! #excited", happiness
"My day off has been spent mostly in bed. Except for the time where I over stretched my side muscles while being sick. #hurt #ache", sadness
"State Farm really likes the Pardcastathon. #PCAT11 #annoying", anger
"Watching old Chinese movies on the Nanking situation. #disgusting", disgust
"well i guess, im back at 1 ..#disappointed", sadness
"@foledge omg you know who to do sarcasm as well! explain to me who has good banter? I'm not a meanie:'(#hurt", sadness
"Red wine and espresso chocolate.  #bliss", happiness
"@GorgeouslyMEE ain't nobody flirtn yhu..#sad", sadness
"I think i did pretty good #happy", happiness
"mañana es viernes #happiness", happiness
"I love you forever plus a lifetime !  #LOVE:)", happiness
"Chicago Date W/ Jenna & Kelly #excited", happiness
"Whenever I work too much and don't have time to clean my room, my mom goes in it & destroys it even more -.- #Annoyed", anger
"signing out was a ridiculous idea, should of just stayed in lesson #annoyed", anger
"We see what we’re looking for.  So look for the funny. #motivation #happiness", happiness
"the unnecessary bullshit needs to stop. #annoyed #madasfire", anger
"Need a studyy buddy...#lonely", sadness
"@JodieConnor not me I got my 1st ever uni exam #worried", fear
"@morganleebabee like, they are posting fucking statuses & pictures saying that they are gonna grow old together & shit. #GetReal #Irritated.", anger
"Sit down wee..... Turns into a poo !! Massive one as well.  #surprise", surprise
"People watching at heathrow international arrivals seriously facinating #LOVE", happiness
"It's V-Lux blanket season and mine is somewhere in a storage unit. #Sad", sadness
"i better get a good final grade #worried", fear
"All of my relatives who haven't seen me for a while comment on how dark my hair is. #annoying #itsnotthatdark", anger
"don't get to put the pads and helmet on this week #sad", sadness
"@l3gitjailbr3aks Why would he buy subscribers, thats hella sad! #sad", sadness
"#Liberals know they can lie& then when caught muddy water so thoroughly,everyone gets confused! Then they attack accusing party! #DISGUSTING", anger
"Just finished right the rough copy of my essay #happy :)", happiness
"@Mr_TooFye I saw your tweet and was like tf?! I've been keeping up an I didn't hear that it was over! #disappointing ! ):", sadness
"@jamiejimme December 11th is getting closerrrrr.! YAYY.! #Excited", happiness
"One away from the blow pop in mausners class. #disappointment", sadness
"There is nothing better than Michael buble on the way to work #happy", happiness
"Christ, just checked COD4 on Xbox and I've spent over 17 days on it online. #proud", happiness
"Alright,ALright,ALRIGHT... now I can go 2 sleep!!! #happy", happiness
"im mad#kardashians got their clothing line at Sears.they shoulda stuck with Bebe.cheap material and you want a buck..#disgusted", disgust
"Don't piss me off then expect me to be the nicest person in the world 5 min. later.I don't have the patience or tolerance for that. #annoyed", anger
"Look at yourself bitch. #annoying", anger
"That awkward moment when you accidentally send someone a text that was supposed to go to someone else #embarrassed", sadness
"watching college ball makes me wish i had the size to play :( #depressed", sadness
"Just slipped over on the ice at asda :-( #embarrassing", sadness
"Note to self: don't run errands the day before thanksgiving. Its a zoo EVERYWHERE! #frustrated", anger
"LIFE WOULD BE 100 TIMES EASIER IF I COULD JUST GET MY CAR BACK!!!!! #annoyed", anger
"personal statement first draft done!!!!! uni here I come #happy", happiness
"Morgen Weer Naar Me Bff'x #Love", happiness
"Fastest i've ever gotten ready ... Ever . #proud", happiness
"@SamiaShinx pahahahhahahahahhaha! I'm actually in a good mood u see, coz I've sat at home and done NOTHING! #proud", happiness
"Man all I like to do is smoke n eat #sad", sadness
"Come on collings fam!! #excited", happiness
"It's Almost Zach's Birthday! :D <3 #excited", happiness
"passed my driving test wooop #excited", happiness
"Omg -___- she is taking forever and a day to reply. #frustrated", anger
"Ughh i hate being in the back seat #annoyed.", anger
"@ckgilmore haha awesome rite, I was raging though the adverts said that it was a 4 part serial but it was only 3 episodes ?? #disappointed", sadness
"I am going to have free range over @allegrapankratz's closet while I'm home. #excited #stealingstuff", happiness
"got accepted to my first college! #excited #unreal", happiness
"ekk getting my tattoo tomo :D #excited", happiness
"I wish i could go back to hs basketball #sad", sadness
"sick if beinq #Lonely ! -_- *", sadness
"@XboxSupport I have been on the dashboard beta programme. Logged in today and now it wont connect to zune music or vids. #frustrating", anger
"My brother is gonna be so hardcore when he's older. #proud", happiness
"I need to wrap all of my presents tonight #joy", happiness
"I have revised for 2 hours tonight.... #disappointing", sadness
"I'm hungry! And when I'm hungry I'm impatient #sad", sadness
"There is nothing like a no obligation Saturday after a crazy buzzing week :) #bliss", happiness
"@Spicy_Bicey look at you starting national kiss day tweets #proud", happiness
"Oh no that's totally believable #annoyed", anger
"Everyone's wearing yoga pants today! #love", happiness
"Opening night for my first gallery piece #stoked #excited", happiness
"There will be a lot of changes in my life for 2012!!!! #excited!!!!!", happiness
"Can't wait to see what the Lord has in store for...I know it's going to be GREAT#excited", happiness
"Pues me  voy  a poner a Kasabian y a los Arctic Monkeys  y listo. #Love", happiness
"No one will play me in words with friends anymore #toogood #lonely", sadness
